m1,m2,len,depth_oracles,depth_addition
2,11,8,1148,186
2,12,9,591,637
2,13,10,1000,509
2,14,11,889,951
2,15,12,1331,394
2,16,13,336,803
2,17,14,743,692
2,18,15,599,1134
2,19,16,1072,139
2,20,17,498,546
2,21,18,920,402
2,22,19,825,875
2,23,20,1232,301
2,24,21,432,723
2,25,22,840,628
2,26,23,737,1035
2,27,24,1154,235
2,28,25,623,643
2,29,26,1069,540
2,30,27,928,957
2,31,28,1372,426
2,32,29,305,872
2,33,30,734,731
2,34,31,590,1175
2,35,32,1038,108
2,36,33,471,537
2,37,34,910,393
2,38,35,763,841
2,39,36,1211,274
2,40,37,390,713
2,41,38,811,566
2,42,39,716,1014
2,43,40,1110,193
2,44,41,587,614
2,45,42,1033,519
2,46,43,893,913
2,47,44,1309,390
2,48,45,340,836
2,49,46,736,696
2,50,47,623,1112
2,51,48,1002,143
2,52,49,533,539
2,53,50,944,426
2,54,51,865,805
2,55,52,1309,336
2,56,53,426,747
2,57,54,863,668
2,58,55,748,1112
2,59,56,1200,229
2,60,57,635,666
2,61,58,1070,551
2,62,59,968,1003
2,63,60,1383,438
2,64,61,299,873
2,65,62,734,771
2,66,63,605,1186
2,67,64,1035,102
2,68,65,495,537
2,69,66,928,408
2,70,67,802,838
2,71,68,1237,298
2,72,69,383,731
2,73,70,737,605
2,74,71,700,1040
2,75,72,1118,186
2,76,73,592,540
2,77,74,987,503
2,78,75,890,921
2,79,76,1341,395
2,80,77,336,790
2,81,78,751,693
2,82,79,650,1144
2,83,80,1061,139
2,84,81,525,554
2,85,82,935,453
2,86,83,829,864
2,87,84,1219,328
2,88,85,430,738
2,89,86,854,632
2,90,87,751,1022
2,91,88,1168,233
2,92,89,625,657
2,93,90,1064,554
2,94,91,938,971
2,95,92,1371,428
2,96,93,305,867
2,97,94,732,741
2,98,95,610,1174
2,99,96,1063,108
2,100,97,480,535
2,101,98,898,413
2,102,99,781,866
2,103,100,1218,283
2,104,101,390,701
2,105,102,808,584
2,106,103,709,1021
2,107,104,1157,193
2,108,105,601,611
2,109,106,989,512
2,110,107,899,960
2,111,108,1338,404
2,112,109,340,792
2,113,110,700,702
2,114,111,609,1141
2,115,112,1007,143
2,116,113,536,503
2,117,114,984,412
2,118,115,848,810
2,119,116,1295,339
2,120,117,425,787
2,121,118,816,651
2,122,119,760,1098
2,123,120,1129,228
2,124,121,634,619
2,125,122,1024,563
2,126,123,949,932
2,127,124,1338,437
3,5,1,1327,523
3,6,2,1226,399
3,7,3,1634,821
3,8,4,805,274
3,9,5,1256,708
3,10,6,1128,607
3,11,7,1570,1015
3,12,8,1013,186
3,13,9,1422,637
3,14,10,1311,509
3,15,11,1753,951
3,16,12,758,394
3,17,13,1165,803
3,18,14,1021,692
3,19,15,1494,1134
3,20,16,920,139
3,21,17,1342,546
3,22,18,1247,402
3,23,19,1654,875
3,24,20,854,301
3,25,21,1262,723
3,26,22,1159,628
3,27,23,1576,1035
3,28,24,1045,235
3,29,25,1491,643
3,30,26,1350,540
3,31,27,1794,957
3,32,28,727,426
3,33,29,1156,872
3,34,30,1012,731
3,35,31,1460,1175
3,36,32,893,108
3,37,33,1332,537
3,38,34,1185,393
3,39,35,1633,841
3,40,36,812,274
3,41,37,1233,713
3,42,38,1138,566
3,43,39,1532,1014
3,44,40,1009,193
3,45,41,1455,614
3,46,42,1315,519
3,47,43,1731,913
3,48,44,762,390
3,49,45,1158,836
3,50,46,1045,696
3,51,47,1424,1112
3,52,48,955,143
3,53,49,1366,539
3,54,50,1287,426
3,55,51,1731,805
3,56,52,848,336
3,57,53,1285,747
3,58,54,1170,668
3,59,55,1622,1112
3,60,56,1057,229
3,61,57,1492,666
3,62,58,1390,551
3,63,59,1805,1003
3,64,60,721,438
3,65,61,1156,873
3,66,62,1027,771
3,67,63,1457,1186
3,68,64,917,102
3,69,65,1350,537
3,70,66,1224,408
3,71,67,1659,838
3,72,68,805,298
3,73,69,1159,731
3,74,70,1122,605
3,75,71,1540,1040
3,76,72,1014,186
3,77,73,1409,540
3,78,74,1312,503
3,79,75,1763,921
3,80,76,758,395
3,81,77,1173,790
3,82,78,1072,693
3,83,79,1483,1144
3,84,80,947,139
3,85,81,1357,554
3,86,82,1251,453
3,87,83,1641,864
3,88,84,852,328
3,89,85,1276,738
3,90,86,1173,632
3,91,87,1590,1022
3,92,88,1047,233
3,93,89,1486,657
3,94,90,1360,554
3,95,91,1793,971
3,96,92,727,428
3,97,93,1154,867
3,98,94,1032,741
3,99,95,1485,1174
3,100,96,902,108
3,101,97,1320,535
3,102,98,1203,413
3,103,99,1640,866
3,104,100,812,283
3,105,101,1230,701
3,106,102,1131,584
3,107,103,1579,1021
3,108,104,1023,193
3,109,105,1411,611
3,110,106,1321,512
3,111,107,1760,960
3,112,108,762,404
3,113,109,1122,792
3,114,110,1031,702
3,115,111,1429,1141
3,116,112,958,143
3,117,113,1406,503
3,118,114,1270,412
3,119,115,1717,810
3,120,116,847,339
3,121,117,1238,787
3,122,118,1182,651
3,123,119,1551,1098
3,124,120,1056,228
3,125,121,1446,619
3,126,122,1371,563
3,127,123,1760,932
4,6,1,679,523
4,7,2,1087,399
4,8,3,258,821
4,9,4,709,274
4,10,5,581,708
4,11,6,1023,607
4,12,7,466,1015
4,13,8,875,186
4,14,9,764,637
4,15,10,1206,509
4,16,11,211,951
4,17,12,618,394
4,18,13,474,803
4,19,14,947,692
4,20,15,373,1134
4,21,16,795,139
4,22,17,700,546
4,23,18,1107,402
4,24,19,307,875
4,25,20,715,301
4,26,21,612,723
4,27,22,1029,628
4,28,23,498,1035
4,29,24,944,235
4,30,25,803,643
4,31,26,1247,540
4,32,27,180,957
4,33,28,609,426
4,34,29,465,872
4,35,30,913,731
4,36,31,346,1175
4,37,32,785,108
4,38,33,638,537
4,39,34,1086,393
4,40,35,265,841
4,41,36,686,274
4,42,37,591,713
4,43,38,985,566
4,44,39,462,1014
4,45,40,908,193
4,46,41,768,614
4,47,42,1184,519
4,48,43,215,913
4,49,44,611,390
4,50,45,498,836
4,51,46,877,696
4,52,47,408,1112
4,53,48,819,143
4,54,49,740,539
4,55,50,1184,426
4,56,51,301,805
4,57,52,738,336
4,58,53,623,747
4,59,54,1075,668
4,60,55,510,1112
4,61,56,945,229
4,62,57,843,666
4,63,58,1258,551
4,64,59,174,1003
4,65,60,609,438
4,66,61,480,873
4,67,62,910,771
4,68,63,370,1186
4,69,64,803,102
4,70,65,677,537
4,71,66,1112,408
4,72,67,258,838
4,73,68,612,298
4,74,69,575,731
4,75,70,993,605
4,76,71,467,1040
4,77,72,862,186
4,78,73,765,540
4,79,74,1216,503
4,80,75,211,921
4,81,76,626,395
4,82,77,525,790
4,83,78,936,693
4,84,79,400,1144
4,85,80,810,139
4,86,81,704,554
4,87,82,1094,453
4,88,83,305,864
4,89,84,729,328
4,90,85,626,738
4,91,86,1043,632
4,92,87,500,1022
4,93,88,939,233
4,94,89,813,657
4,95,90,1246,554
4,96,91,180,971
4,97,92,607,428
4,98,93,485,867
4,99,94,938,741
4,100,95,355,1174
4,101,96,773,108
4,102,97,656,535
4,103,98,1093,413
4,104,99,265,866
4,105,100,683,283
4,106,101,584,701
4,107,102,1032,584
4,108,103,476,1021
4,109,104,864,193
4,110,105,774,611
4,111,106,1213,512
4,112,107,215,960
4,113,108,575,404
4,114,109,484,792
4,115,110,882,702
4,116,111,411,1141
4,117,112,859,143
4,118,113,723,503
4,119,114,1170,412
4,120,115,300,810
4,121,116,691,339
4,122,117,635,787
4,123,118,1004,651
4,124,119,509,1098
4,125,120,899,228
4,126,121,824,619
4,127,122,1213,563
5,7,1,1521,523
5,8,2,692,399
5,9,3,1143,821
5,10,4,1015,274
5,11,5,1457,708
5,12,6,900,607
5,13,7,1309,1015
5,14,8,1198,186
5,15,9,1640,637
5,16,10,645,509
5,17,11,1052,951
5,18,12,908,394
5,19,13,1381,803
5,20,14,807,692
5,21,15,1229,1134
5,22,16,1134,139
5,23,17,1541,546
5,24,18,741,402
5,25,19,1149,875
5,26,20,1046,301
5,27,21,1463,723
5,28,22,932,628
5,29,23,1378,1035
5,30,24,1237,235
5,31,25,1681,643
5,32,26,614,540
5,33,27,1043,957
5,34,28,899,426
5,35,29,1347,872
5,36,30,780,731
5,37,31,1219,1175
5,38,32,1072,108
5,39,33,1520,537
5,40,34,699,393
5,41,35,1120,841
5,42,36,1025,274
5,43,37,1419,713
5,44,38,896,566
5,45,39,1342,1014
5,46,40,1202,193
5,47,41,1618,614
5,48,42,649,519
5,49,43,1045,913
5,50,44,932,390
5,51,45,1311,836
5,52,46,842,696
5,53,47,1253,1112
5,54,48,1174,143
5,55,49,1618,539
5,56,50,735,426
5,57,51,1172,805
5,58,52,1057,336
5,59,53,1509,747
5,60,54,944,668
5,61,55,1379,1112
5,62,56,1277,229
5,63,57,1692,666
5,64,58,608,551
5,65,59,1043,1003
5,66,60,914,438
5,67,61,1344,873
5,68,62,804,771
5,69,63,1237,1186
5,70,64,1111,102
5,71,65,1546,537
5,72,66,692,408
5,73,67,1046,838
5,74,68,1009,298
5,75,69,1427,731
5,76,70,901,605
5,77,71,1296,1040
5,78,72,1199,186
5,79,73,1650,540
5,80,74,645,503
5,81,75,1060,921
5,82,76,959,395
5,83,77,1370,790
5,84,78,834,693
5,85,79,1244,1144
5,86,80,1138,139
5,87,81,1528,554
5,88,82,739,453
5,89,83,1163,864
5,90,84,1060,328
5,91,85,1477,738
5,92,86,934,632
5,93,87,1373,1022
5,94,88,1247,233
5,95,89,1680,657
5,96,90,614,554
5,97,91,1041,971
5,98,92,919,428
5,99,93,1372,867
5,100,94,789,741
5,101,95,1207,1174
5,102,96,1090,108
5,103,97,1527,535
5,104,98,699,413
5,105,99,1117,866
5,106,100,1018,283
5,107,101,1466,701
5,108,102,910,584
5,109,103,1298,1021
5,110,104,1208,193
5,111,105,1647,611
5,112,106,649,512
5,113,107,1009,960
5,114,108,918,404
5,115,109,1316,792
5,116,110,845,702
5,117,111,1293,1141
5,118,112,1157,143
5,119,113,1604,503
5,120,114,734,412
5,121,115,1125,810
5,122,116,1069,339
5,123,117,1438,787
5,124,118,943,651
5,125,119,1333,1098
5,126,120,1258,228
5,127,121,1647,619
6,8,1,591,523
6,9,2,1042,399
6,10,3,914,821
6,11,4,1356,274
6,12,5,799,708
6,13,6,1208,607
6,14,7,1097,1015
6,15,8,1539,186
6,16,9,544,637
6,17,10,951,509
6,18,11,807,951
6,19,12,1280,394
6,20,13,706,803
6,21,14,1128,692
6,22,15,1033,1134
6,23,16,1440,139
6,24,17,640,546
6,25,18,1048,402
6,26,19,945,875
6,27,20,1362,301
6,28,21,831,723
6,29,22,1277,628
6,30,23,1136,1035
6,31,24,1580,235
6,32,25,513,643
6,33,26,942,540
6,34,27,798,957
6,35,28,1246,426
6,36,29,679,872
6,37,30,1118,731
6,38,31,971,1175
6,39,32,1419,108
6,40,33,598,537
6,41,34,1019,393
6,42,35,924,841
6,43,36,1318,274
6,44,37,795,713
6,45,38,1241,566
6,46,39,1101,1014
6,47,40,1517,193
6,48,41,548,614
6,49,42,944,519
6,50,43,831,913
6,51,44,1210,390
6,52,45,741,836
6,53,46,1152,696
6,54,47,1073,1112
6,55,48,1517,143
6,56,49,634,539
6,57,50,1071,426
6,58,51,956,805
6,59,52,1408,336
6,60,53,843,747
6,61,54,1278,668
6,62,55,1176,1112
6,63,56,1591,229
6,64,57,507,666
6,65,58,942,551
6,66,59,813,1003
6,67,60,1243,438
6,68,61,703,873
6,69,62,1136,771
6,70,63,1010,1186
6,71,64,1445,102
6,72,65,591,537
6,73,66,945,408
6,74,67,908,838
6,75,68,1326,298
6,76,69,800,731
6,77,70,1195,605
6,78,71,1098,1040
6,79,72,1549,186
6,80,73,544,540
6,81,74,959,503
6,82,75,858,921
6,83,76,1269,395
6,84,77,733,790
6,85,78,1143,693
6,86,79,1037,1144
6,87,80,1427,139
6,88,81,638,554
6,89,82,1062,453
6,90,83,959,864
6,91,84,1376,328
6,92,85,833,738
6,93,86,1272,632
6,94,87,1146,1022
6,95,88,1579,233
6,96,89,513,657
6,97,90,940,554
6,98,91,818,971
6,99,92,1271,428
6,100,93,688,867
6,101,94,1106,741
6,102,95,989,1174
6,103,96,1426,108
6,104,97,598,535
6,105,98,1016,413
6,106,99,917,866
6,107,100,1365,283
6,108,101,809,701
6,109,102,1197,584
6,110,103,1107,1021
6,111,104,1546,193
6,112,105,548,611
6,113,106,908,512
6,114,107,817,960
6,115,108,1215,404
6,116,109,744,792
6,117,110,1192,702
6,118,111,1056,1141
6,119,112,1503,143
6,120,113,633,503
6,121,114,1024,412
6,122,115,968,810
6,123,116,1337,339
6,124,117,842,787
6,125,118,1232,651
6,126,119,1157,1098
6,127,120,1546,228
7,9,1,1450,523
7,10,2,1322,399
7,11,3,1764,821
7,12,4,1207,274
7,13,5,1616,708
7,14,6,1505,607
7,15,7,1947,1015
7,16,8,952,186
7,17,9,1359,637
7,18,10,1215,509
7,19,11,1688,951
7,20,12,1114,394
7,21,13,1536,803
7,22,14,1441,692
7,23,15,1848,1134
7,24,16,1048,139
7,25,17,1456,546
7,26,18,1353,402
7,27,19,1770,875
7,28,20,1239,301
7,29,21,1685,723
7,30,22,1544,628
7,31,23,1988,1035
7,32,24,921,235
7,33,25,1350,643
7,34,26,1206,540
7,35,27,1654,957
7,36,28,1087,426
7,37,29,1526,872
7,38,30,1379,731
7,39,31,1827,1175
7,40,32,1006,108
7,41,33,1427,537
7,42,34,1332,393
7,43,35,1726,841
7,44,36,1203,274
7,45,37,1649,713
7,46,38,1509,566
7,47,39,1925,1014
7,48,40,956,193
7,49,41,1352,614
7,50,42,1239,519
7,51,43,1618,913
7,52,44,1149,390
7,53,45,1560,836
7,54,46,1481,696
7,55,47,1925,1112
7,56,48,1042,143
7,57,49,1479,539
7,58,50,1364,426
7,59,51,1816,805
7,60,52,1251,336
7,61,53,1686,747
7,62,54,1584,668
7,63,55,1999,1112
7,64,56,915,229
7,65,57,1350,666
7,66,58,1221,551
7,67,59,1651,1003
7,68,60,1111,438
7,69,61,1544,873
7,70,62,1418,771
7,71,63,1853,1186
7,72,64,999,102
7,73,65,1353,537
7,74,66,1316,408
7,75,67,1734,838
7,76,68,1208,298
7,77,69,1603,731
7,78,70,1506,605
7,79,71,1957,1040
7,80,72,952,186
7,81,73,1367,540
7,82,74,1266,503
7,83,75,1677,921
7,84,76,1141,395
7,85,77,1551,790
7,86,78,1445,693
7,87,79,1835,1144
7,88,80,1046,139
7,89,81,1470,554
7,90,82,1367,453
7,91,83,1784,864
7,92,84,1241,328
7,93,85,1680,738
7,94,86,1554,632
7,95,87,1987,1022
7,96,88,921,233
7,97,89,1348,657
7,98,90,1226,554
7,99,91,1679,971
7,100,92,1096,428
7,101,93,1514,867
7,102,94,1397,741
7,103,95,1834,1174
7,104,96,1006,108
7,105,97,1424,535
7,106,98,1325,413
7,107,99,1773,866
7,108,100,1217,283
7,109,101,1605,701
7,110,102,1515,584
7,111,103,1954,1021
7,112,104,956,193
7,113,105,1316,611
7,114,106,1225,512
7,115,107,1623,960
7,116,108,1152,404
7,117,109,1600,792
7,118,110,1464,702
7,119,111,1911,1141
7,120,112,1041,143
7,121,113,1432,503
7,122,114,1376,412
7,123,115,1745,810
7,124,116,1250,339
7,125,117,1640,787
7,126,118,1565,651
7,127,119,1954,1098
8,10,1,493,523
8,11,2,935,399
8,12,3,378,821
8,13,4,787,274
8,14,5,676,708
8,15,6,1118,607
8,16,7,123,1015
8,17,8,530,186
8,18,9,386,637
8,19,10,859,509
8,20,11,285,951
8,21,12,707,394
8,22,13,612,803
8,23,14,1019,692
8,24,15,219,1134
8,25,16,627,139
8,26,17,524,546
8,27,18,941,402
8,28,19,410,875
8,29,20,856,301
8,30,21,715,723
8,31,22,1159,628
8,32,23,92,1035
8,33,24,521,235
8,34,25,377,643
8,35,26,825,540
8,36,27,258,957
8,37,28,697,426
8,38,29,550,872
8,39,30,998,731
8,40,31,177,1175
8,41,32,598,108
8,42,33,503,537
8,43,34,897,393
8,44,35,374,841
8,45,36,820,274
8,46,37,680,713
8,47,38,1096,566
8,48,39,127,1014
8,49,40,523,193
8,50,41,410,614
8,51,42,789,519
8,52,43,320,913
8,53,44,731,390
8,54,45,652,836
8,55,46,1096,696
8,56,47,213,1112
8,57,48,650,143
8,58,49,535,539
8,59,50,987,426
8,60,51,422,805
8,61,52,857,336
8,62,53,755,747
8,63,54,1170,668
8,64,55,86,1112
8,65,56,521,229
8,66,57,392,666
8,67,58,822,551
8,68,59,282,1003
8,69,60,715,438
8,70,61,589,873
8,71,62,1024,771
8,72,63,170,1186
8,73,64,524,102
8,74,65,487,537
8,75,66,905,408
8,76,67,379,838
8,77,68,774,298
8,78,69,677,731
8,79,70,1128,605
8,80,71,123,1040
8,81,72,538,186
8,82,73,437,540
8,83,74,848,503
8,84,75,312,921
8,85,76,722,395
8,86,77,616,790
8,87,78,1006,693
8,88,79,217,1144
8,89,80,641,139
8,90,81,538,554
8,91,82,955,453
8,92,83,412,864
8,93,84,851,328
8,94,85,725,738
8,95,86,1158,632
8,96,87,92,1022
8,97,88,519,233
8,98,89,397,657
8,99,90,850,554
8,100,91,267,971
8,101,92,685,428
8,102,93,568,867
8,103,94,1005,741
8,104,95,177,1174
8,105,96,595,108
8,106,97,496,535
8,107,98,944,413
8,108,99,388,866
8,109,100,776,283
8,110,101,686,701
8,111,102,1125,584
8,112,103,127,1021
8,113,104,487,193
8,114,105,396,611
8,115,106,794,512
8,116,107,323,960
8,117,108,771,404
8,118,109,635,792
8,119,110,1082,702
8,120,111,212,1141
8,121,112,603,143
8,122,113,547,503
8,123,114,916,412
8,124,115,421,810
8,125,116,811,339
8,126,117,736,787
8,127,118,1125,651
9,11,1,1386,523
9,12,2,829,399
9,13,3,1238,821
9,14,4,1127,274
9,15,5,1569,708
9,16,6,574,607
9,17,7,981,1015
9,18,8,837,186
9,19,9,1310,637
9,20,10,736,509
9,21,11,1158,951
9,22,12,1063,394
9,23,13,1470,803
9,24,14,670,692
9,25,15,1078,1134
9,26,16,975,139
9,27,17,1392,546
9,28,18,861,402
9,29,19,1307,875
9,30,20,1166,301
9,31,21,1610,723
9,32,22,543,628
9,33,23,972,1035
9,34,24,828,235
9,35,25,1276,643
9,36,26,709,540
9,37,27,1148,957
9,38,28,1001,426
9,39,29,1449,872
9,40,30,628,731
9,41,31,1049,1175
9,42,32,954,108
9,43,33,1348,537
9,44,34,825,393
9,45,35,1271,841
9,46,36,1131,274
9,47,37,1547,713
9,48,38,578,566
9,49,39,974,1014
9,50,40,861,193
9,51,41,1240,614
9,52,42,771,519
9,53,43,1182,913
9,54,44,1103,390
9,55,45,1547,836
9,56,46,664,696
9,57,47,1101,1112
9,58,48,986,143
9,59,49,1438,539
9,60,50,873,426
9,61,51,1308,805
9,62,52,1206,336
9,63,53,1621,747
9,64,54,537,668
9,65,55,972,1112
9,66,56,843,229
9,67,57,1273,666
9,68,58,733,551
9,69,59,1166,1003
9,70,60,1040,438
9,71,61,1475,873
9,72,62,621,771
9,73,63,975,1186
9,74,64,938,102
9,75,65,1356,537
9,76,66,830,408
9,77,67,1225,838
9,78,68,1128,298
9,79,69,1579,731
9,80,70,574,605
9,81,71,989,1040
9,82,72,888,186
9,83,73,1299,540
9,84,74,763,503
9,85,75,1173,921
9,86,76,1067,395
9,87,77,1457,790
9,88,78,668,693
9,89,79,1092,1144
9,90,80,989,139
9,91,81,1406,554
9,92,82,863,453
9,93,83,1302,864
9,94,84,1176,328
9,95,85,1609,738
9,96,86,543,632
9,97,87,970,1022
9,98,88,848,233
9,99,89,1301,657
9,100,90,718,554
9,101,91,1136,971
9,102,92,1019,428
9,103,93,1456,867
9,104,94,628,741
9,105,95,1046,1174
9,106,96,947,108
9,107,97,1395,535
9,108,98,839,413
9,109,99,1227,866
9,110,100,1137,283
9,111,101,1576,701
9,112,102,578,584
9,113,103,938,1021
9,114,104,847,193
9,115,105,1245,611
9,116,106,774,512
9,117,107,1222,960
9,118,108,1086,404
9,119,109,1533,792
9,120,110,663,702
9,121,111,1054,1141
9,122,112,998,143
9,123,113,1367,503
9,124,114,872,412
9,125,115,1262,810
9,126,116,1187,339
9,127,117,1576,787
10,12,1,701,523
10,13,2,1110,399
10,14,3,999,821
10,15,4,1441,274
10,16,5,446,708
10,17,6,853,607
10,18,7,709,1015
10,19,8,1182,186
10,20,9,608,637
10,21,10,1030,509
10,22,11,935,951
10,23,12,1342,394
10,24,13,542,803
10,25,14,950,692
10,26,15,847,1134
10,27,16,1264,139
10,28,17,733,546
10,29,18,1179,402
10,30,19,1038,875
10,31,20,1482,301
10,32,21,415,723
10,33,22,844,628
10,34,23,700,1035
10,35,24,1148,235
10,36,25,581,643
10,37,26,1020,540
10,38,27,873,957
10,39,28,1321,426
10,40,29,500,872
10,41,30,921,731
10,42,31,826,1175
10,43,32,1220,108
10,44,33,697,537
10,45,34,1143,393
10,46,35,1003,841
10,47,36,1419,274
10,48,37,450,713
10,49,38,846,566
10,50,39,733,1014
10,51,40,1112,193
10,52,41,643,614
10,53,42,1054,519
10,54,43,975,913
10,55,44,1419,390
10,56,45,536,836
10,57,46,973,696
10,58,47,858,1112
10,59,48,1310,143
10,60,49,745,539
10,61,50,1180,426
10,62,51,1078,805
10,63,52,1493,336
10,64,53,409,747
10,65,54,844,668
10,66,55,715,1112
10,67,56,1145,229
10,68,57,605,666
10,69,58,1038,551
10,70,59,912,1003
10,71,60,1347,438
10,72,61,493,873
10,73,62,847,771
10,74,63,810,1186
10,75,64,1228,102
10,76,65,702,537
10,77,66,1097,408
10,78,67,1000,838
10,79,68,1451,298
10,80,69,446,731
10,81,70,861,605
10,82,71,760,1040
10,83,72,1171,186
10,84,73,635,540
10,85,74,1045,503
10,86,75,939,921
10,87,76,1329,395
10,88,77,540,790
10,89,78,964,693
10,90,79,861,1144
10,91,80,1278,139
10,92,81,735,554
10,93,82,1174,453
10,94,83,1048,864
10,95,84,1481,328
10,96,85,415,738
10,97,86,842,632
10,98,87,720,1022
10,99,88,1173,233
10,100,89,590,657
10,101,90,1008,554
10,102,91,891,971
10,103,92,1328,428
10,104,93,500,867
10,105,94,918,741
10,106,95,819,1174
10,107,96,1267,108
10,108,97,711,535
10,109,98,1099,413
10,110,99,1009,866
10,111,100,1448,283
10,112,101,450,701
10,113,102,810,584
