m1,m2,len,depth_oracles,depth_addition
12,34,21,310,501
12,35,22,651,383
12,36,23,218,682
12,37,24,542,127
12,38,25,419,394
12,39,26,740,329
12,40,27,171,619
12,41,28,476,213
12,42,29,331,520
12,43,30,623,426
12,44,31,274,741
12,45,32,584,86
12,46,33,468,375
12,47,34,794,262
12,48,35,140,603
12,49,36,447,170
12,50,37,321,494
12,51,38,658,371
12,52,39,226,692
12,53,40,535,123
12,54,41,430,428
12,55,42,732,283
12,56,43,175,575
12,57,44,481,226
12,58,45,372,536
12,59,46,685,420
12,60,47,278,746
12,61,48,562,92
12,62,49,468,399
12,63,50,790,273
13,15,1,1014,371
13,16,2,420,263
13,17,3,714,590
13,18,4,600,171
13,19,5,873,501
13,20,6,506,374
13,21,7,829,670
13,22,8,711,123
13,23,9,1010,379
13,24,10,455,285
13,25,11,722,642
13,26,12,657,218
13,27,13,947,498
13,28,14,541,422
13,29,15,848,686
13,30,16,754,92
13,31,17,1069,386
13,32,18,414,272
13,33,19,703,545
13,34,20,590,178
13,35,21,931,501
13,36,22,498,383
13,37,23,822,682
13,38,24,699,127
13,39,25,1020,394
13,40,26,451,329
13,41,27,756,619
13,42,28,611,213
13,43,29,903,520
13,44,30,554,426
13,45,31,864,741
13,46,32,748,86
13,47,33,1074,375
13,48,34,420,262
13,49,35,727,603
13,50,36,601,170
13,51,37,938,494
13,52,38,506,371
13,53,39,815,692
13,54,40,710,123
13,55,41,1012,428
13,56,42,455,283
13,57,43,761,575
13,58,44,652,226
13,59,45,965,536
13,60,46,558,420
13,61,47,842,746
13,62,48,748,92
13,63,49,1070,399
14,16,1,344,371
14,17,2,638,263
14,18,3,524,590
14,19,4,797,171
14,20,5,430,501
14,21,6,753,374
14,22,7,635,670
14,23,8,934,123
14,24,9,379,379
14,25,10,646,285
14,26,11,581,642
14,27,12,871,218
14,28,13,465,498
14,29,14,772,422
14,30,15,678,686
14,31,16,993,92
14,32,17,338,386
14,33,18,627,272
14,34,19,514,545
14,35,20,855,178
14,36,21,422,501
14,37,22,746,383
14,38,23,623,682
14,39,24,944,127
14,40,25,375,394
14,41,26,680,329
14,42,27,535,619
14,43,28,827,213
14,44,29,478,520
14,45,30,788,426
14,46,31,672,741
14,47,32,998,86
14,48,33,344,375
14,49,34,651,262
14,50,35,525,603
14,51,36,862,170
14,52,37,430,494
14,53,38,739,371
14,54,39,634,692
14,55,40,936,123
14,56,41,379,428
14,57,42,685,283
14,58,43,576,575
14,59,44,889,226
14,60,45,482,536
14,61,46,766,420
14,62,47,672,746
14,63,48,994,92
15,17,1,902,371
15,18,2,788,263
15,19,3,1061,590
15,20,4,694,171
15,21,5,1017,501
15,22,6,899,374
15,23,7,1198,670
15,24,8,643,123
15,25,9,910,379
15,26,10,845,285
15,27,11,1135,642
15,28,12,729,218
15,29,13,1036,498
15,30,14,942,422
15,31,15,1257,686
15,32,16,602,92
15,33,17,891,386
15,34,18,778,272
15,35,19,1119,545
15,36,20,686,178
15,37,21,1010,501
15,38,22,887,383
15,39,23,1208,682
15,40,24,639,127
15,41,25,944,394
15,42,26,799,329
15,43,27,1091,619
15,44,28,742,213
15,45,29,1052,520
15,46,30,936,426
15,47,31,1262,741
15,48,32,608,86
15,49,33,915,375
15,50,34,789,262
15,51,35,1126,603
15,52,36,694,170
15,53,37,1003,494
15,54,38,898,371
15,55,39,1200,692
15,56,40,643,123
15,57,41,949,428
15,58,42,840,283
15,59,43,1153,575
15,60,44,746,226
15,61,45,1030,536
15,62,46,936,420
15,63,47,1258,746
16,18,1,194,371
16,19,2,467,263
16,20,3,100,590
16,21,4,423,171
16,22,5,305,501
16,23,6,604,374
16,24,7,49,670
16,25,8,316,123
16,26,9,251,379
16,27,10,541,285
16,28,11,135,642
16,29,12,442,218
16,30,13,348,498
16,31,14,663,422
16,32,15,8,686
16,33,16,297,92
16,34,17,184,386
16,35,18,525,272
16,36,19,92,545
16,37,20,416,178
16,38,21,293,501
16,39,22,614,383
16,40,23,45,682
16,41,24,350,127
16,42,25,205,394
16,43,26,497,329
16,44,27,148,619
16,45,28,458,213
16,46,29,342,520
16,47,30,668,426
16,48,31,14,741
16,49,32,321,86
16,50,33,195,375
16,51,34,532,262
16,52,35,100,603
16,53,36,409,170
16,54,37,304,494
16,55,38,606,371
16,56,39,49,692
16,57,40,355,123
16,58,41,246,428
16,59,42,559,283
16,60,43,152,575
16,61,44,436,226
16,62,45,342,536
16,63,46,664,420
17,19,1,761,371
17,20,2,394,263
17,21,3,717,590
17,22,4,599,171
17,23,5,898,501
17,24,6,343,374
17,25,7,610,670
17,26,8,545,123
17,27,9,835,379
17,28,10,429,285
17,29,11,736,642
17,30,12,642,218
17,31,13,957,498
17,32,14,302,422
17,33,15,591,686
17,34,16,478,92
17,35,17,819,386
17,36,18,386,272
17,37,19,710,545
17,38,20,587,178
17,39,21,908,501
17,40,22,339,383
17,41,23,644,682
17,42,24,499,127
17,43,25,791,394
17,44,26,442,329
17,45,27,752,619
17,46,28,636,213
17,47,29,962,520
17,48,30,308,426
17,49,31,615,741
17,50,32,489,86
17,51,33,826,375
17,52,34,394,262
17,53,35,703,603
17,54,36,598,170
17,55,37,900,494
17,56,38,343,371
17,57,39,649,692
17,58,40,540,123
17,59,41,853,428
17,60,42,446,283
17,61,43,730,575
17,62,44,636,226
17,63,45,958,536
18,20,1,280,371
18,21,2,603,263
18,22,3,485,590
18,23,4,784,171
18,24,5,229,501
18,25,6,496,374
18,26,7,431,670
18,27,8,721,123
18,28,9,315,379
18,29,10,622,285
18,30,11,528,642
18,31,12,843,218
18,32,13,188,498
18,33,14,477,422
18,34,15,364,686
18,35,16,705,92
18,36,17,272,386
18,37,18,596,272
18,38,19,473,545
18,39,20,794,178
18,40,21,225,501
18,41,22,530,383
18,42,23,385,682
18,43,24,677,127
18,44,25,328,394
18,45,26,638,329
18,46,27,522,619
18,47,28,848,213
18,48,29,194,520
18,49,30,501,426
18,50,31,375,741
18,51,32,712,86
18,52,33,280,375
18,53,34,589,262
18,54,35,484,603
18,55,36,786,170
18,56,37,229,494
18,57,38,535,371
18,58,39,426,692
18,59,40,739,123
18,60,41,332,428
18,61,42,616,283
18,62,43,522,575
18,63,44,844,226
19,21,1,876,371
19,22,2,758,263
19,23,3,1057,590
19,24,4,502,171
19,25,5,769,501
19,26,6,704,374
19,27,7,994,670
19,28,8,588,123
19,29,9,895,379
19,30,10,801,285
19,31,11,1116,642
19,32,12,461,218
19,33,13,750,498
19,34,14,637,422
19,35,15,978,686
19,36,16,545,92
19,37,17,869,386
19,38,18,746,272
19,39,19,1067,545
19,40,20,498,178
19,41,21,803,501
19,42,22,658,383
19,43,23,950,682
19,44,24,601,127
19,45,25,911,394
19,46,26,795,329
19,47,27,1121,619
19,48,28,467,213
19,49,29,774,520
19,50,30,648,426
19,51,31,985,741
19,52,32,553,86
19,53,33,862,375
19,54,34,757,262
19,55,35,1059,603
19,56,36,502,170
19,57,37,808,494
19,58,38,699,371
19,59,39,1012,692
19,60,40,605,123
19,61,41,889,428
19,62,42,795,283
19,63,43,1117,575
20,22,1,391,371
20,23,2,690,263
20,24,3,135,590
20,25,4,402,171
20,26,5,337,501
20,27,6,627,374
20,28,7,221,670
20,29,8,528,123
20,30,9,434,379
20,31,10,749,285
20,32,11,94,642
20,33,12,383,218
20,34,13,270,498
20,35,14,611,422
20,36,15,178,686
20,37,16,502,92
20,38,17,379,386
20,39,18,700,272
20,40,19,131,545
20,41,20,436,178
20,42,21,291,501
20,43,22,583,383
20,44,23,234,682
20,45,24,544,127
20,46,25,428,394
20,47,26,754,329
20,48,27,100,619
20,49,28,407,213
20,50,29,281,520
20,51,30,618,426
20,52,31,186,741
20,53,32,495,86
20,54,33,390,375
20,55,34,692,262
20,56,35,135,603
20,57,36,441,170
20,58,37,332,494
20,59,38,645,371
20,60,39,238,692
20,61,40,522,123
20,62,41,428,428
20,63,42,750,283
21,23,1,1013,371
21,24,2,458,263
21,25,3,725,590
21,26,4,660,171
21,27,5,950,501
21,28,6,544,374
21,29,7,851,670
21,30,8,757,123
21,31,9,1072,379
21,32,10,417,285
21,33,11,706,642
21,34,12,593,218
21,35,13,934,498
21,36,14,501,422
21,37,15,825,686
21,38,16,702,92
21,39,17,1023,386
21,40,18,454,272
21,41,19,759,545
21,42,20,614,178
21,43,21,906,501
21,44,22,557,383
21,45,23,867,682
21,46,24,751,127
21,47,25,1077,394
21,48,26,423,329
21,49,27,730,619
21,50,28,604,213
21,51,29,941,520
21,52,30,509,426
21,53,31,818,741
21,54,32,713,86
21,55,33,1015,375
21,56,34,458,262
21,57,35,764,603
21,58,36,655,170
21,59,37,968,494
21,60,38,561,371
21,61,39,845,692
21,62,40,751,123
21,63,41,1073,428
22,24,1,340,371
22,25,2,607,263
22,26,3,542,590
22,27,4,832,171
22,28,5,426,501
22,29,6,733,374
22,30,7,639,670
22,31,8,954,123
22,32,9,299,379
22,33,10,588,285
22,34,11,475,642
22,35,12,816,218
22,36,13,383,498
22,37,14,707,422
22,38,15,584,686
22,39,16,905,92
22,40,17,336,386
22,41,18,641,272
22,42,19,496,545
22,43,20,788,178
22,44,21,439,501
22,45,22,749,383
22,46,23,633,682
22,47,24,959,127
22,48,25,305,394
22,49,26,612,329
22,50,27,486,619
22,51,28,823,213
22,52,29,391,520
22,53,30,700,426
22,54,31,595,741
22,55,32,897,86
22,56,33,340,375
22,57,34,646,262
22,58,35,537,603
22,59,36,850,170
22,60,37,443,494
22,61,38,727,371
22,62,39,633,692
22,63,40,955,123
23,25,1,906,371
23,26,2,841,263
23,27,3,1131,590
23,28,4,725,171
23,29,5,1032,501
23,30,6,938,374
23,31,7,1253,670
23,32,8,598,123
23,33,9,887,379
23,34,10,774,285
23,35,11,1115,642
23,36,12,682,218
23,37,13,1006,498
23,38,14,883,422
23,39,15,1204,686
23,40,16,635,92
23,41,17,940,386
23,42,18,795,272
23,43,19,1087,545
23,44,20,738,178
23,45,21,1048,501
23,46,22,932,383
23,47,23,1258,682
23,48,24,604,127
23,49,25,911,394
23,50,26,785,329
23,51,27,1122,619
23,52,28,690,213
23,53,29,999,520
23,54,30,894,426
23,55,31,1196,741
23,56,32,639,86
23,57,33,945,375
23,58,34,836,262
23,59,35,1149,603
23,60,36,742,170
23,61,37,1026,494
23,62,38,932,371
23,63,39,1254,692
24,26,1,286,371
24,27,2,576,263
24,28,3,170,590
24,29,4,477,171
24,30,5,383,501
24,31,6,698,374
24,32,7,43,670
24,33,8,332,123
24,34,9,219,379
24,35,10,560,285
24,36,11,127,642
24,37,12,451,218
24,38,13,328,498
24,39,14,649,422
24,40,15,80,686
24,41,16,385,92
24,42,17,240,386
24,43,18,532,272
24,44,19,183,545
24,45,20,493,178
24,46,21,377,501
24,47,22,703,383
24,48,23,49,682
24,49,24,356,127
24,50,25,230,394
24,51,26,567,329
24,52,27,135,619
24,53,28,444,213
24,54,29,339,520
24,55,30,641,426
24,56,31,84,741
24,57,32,390,86
24,58,33,281,375
24,59,34,594,262
24,60,35,187,603
24,61,36,471,170
24,62,37,377,494
24,63,38,699,371
25,27,1,843,371
25,28,2,437,263
25,29,3,744,590
25,30,4,650,171
25,31,5,965,501
25,32,6,310,374
25,33,7,599,670
25,34,8,486,123
25,35,9,827,379
25,36,10,394,285
25,37,11,718,642
25,38,12,595,218
25,39,13,916,498
25,40,14,347,422
25,41,15,652,686
25,42,16,507,92
25,43,17,799,386
25,44,18,450,272
25,45,19,760,545
25,46,20,644,178
25,47,21,970,501
25,48,22,316,383
25,49,23,623,682
25,50,24,497,127
25,51,25,834,394
25,52,26,402,329
25,53,27,711,619
25,54,28,606,213
25,55,29,908,520
25,56,30,351,426
25,57,31,657,741
25,58,32,548,86
25,59,33,861,375
25,60,34,454,262
25,61,35,738,603
25,62,36,644,170
25,63,37,966,494
26,28,1,372,371
26,29,2,679,263
26,30,3,585,590
26,31,4,900,171
26,32,5,245,501
26,33,6,534,374
26,34,7,421,670
26,35,8,762,123
26,36,9,329,379
26,37,10,653,285
26,38,11,530,642
26,39,12,851,218
26,40,13,282,498
26,41,14,587,422
26,42,15,442,686
26,43,16,734,92
26,44,17,385,386
26,45,18,695,272
26,46,19,579,545
26,47,20,905,178
26,48,21,251,501
26,49,22,558,383
26,50,23,432,682
26,51,24,769,127
26,52,25,337,394
26,53,26,646,329
26,54,27,541,619
26,55,28,843,213
26,56,29,286,520
26,57,30,592,426
26,58,31,483,741
26,59,32,796,86
26,60,33,389,375
26,61,34,673,262
26,62,35,579,603
26,63,36,901,170
27,29,1,969,371
27,30,2,875,263
27,31,3,1190,590
27,32,4,535,171
27,33,5,824,501
27,34,6,711,374
27,35,7,1052,670
27,36,8,619,123
27,37,9,943,379
27,38,10,820,285
27,39,11,1141,642
27,40,12,572,218
27,41,13,877,498
27,42,14,732,422
27,43,15,1024,686
27,44,16,675,92
27,45,17,985,386
27,46,18,869,272
27,47,19,1195,545
27,48,20,541,178
27,49,21,848,501
27,50,22,722,383
27,51,23,1059,682
27,52,24,627,127
27,53,25,936,394
27,54,26,831,329
27,55,27,1133,619
27,56,28,576,213
27,57,29,882,520
27,58,30,773,426
27,59,31,1086,741
27,60,32,679,86
27,61,33,963,375
27,62,34,869,262
27,63,35,1191,603
28,30,1,469,371
28,31,2,784,263
28,32,3,129,590
28,33,4,418,171
28,34,5,305,501
28,35,6,646,374
28,36,7,213,670
28,37,8,537,123
28,38,9,414,379
28,39,10,735,285
28,40,11,166,642
28,41,12,471,218
28,42,13,326,498
28,43,14,618,422
28,44,15,269,686
28,45,16,579,92
28,46,17,463,386
28,47,18,789,272
28,48,19,135,545
28,49,20,442,178
28,50,21,316,501
28,51,22,653,383
28,52,23,221,682
28,53,24,530,127
28,54,25,425,394
28,55,26,727,329
